COMPANY,PNP ID,Approved on Date
NW COMPUTER ENGINEERING,NWC,02/03/1997
NXP SEMICONDUCTORS BV.,NXP,06/14/2007
NZXT (PNP SAME EDID)_,NXT,07/15/2020
OAK TECH INC,OAK,11/29/1996
OASYS TECHNOLOGY COMPANY,OAS,11/29/1996
OBJIX MULTIMEDIA CORPORATION,OMC,11/29/1996
OCTAL S.A.,PCB,02/24/1998
"OCULUS VR, INC.",OVR,10/19/2012
ODME INC.,ODM,09/23/1998
ODRAC,ODR,06/21/2001
"OFFICE DEPOT, INC.",ATV,06/13/2007
OKI ELECTRIC INDUSTRIAL COMPANY LTD,OKI,11/29/1996
OKSORI COMPANY LTD,OQI,11/29/1996
OKSORI COMPANY LTD,OSR,11/29/1996
OLFAN,OCN,11/29/1996
OLICOM A/S,OLC,11/29/1996
OLIDATA S.P.A.,OLD,03/13/2006
OLITEC S.A.,OLT,11/29/1996
OLITEC S.A.,OLV,11/29/1996
OLIVETTI,OLI,11/29/1996
OLYMPUS CORPORATION,OLY,05/02/2005
OMNITEK,OTK,09/19/2013
OMNITEL,OMN,04/28/1998
OMRON CORPORATION,OMR,11/29/1996
ON SYSTEMS INC,ONS,11/29/1996
ONEAC CORPORATION,ONE,04/14/1998
ONKYO CORPORATION,ONK,06/16/2005
"ONLIVE, INC",ONL,09/03/2010
OOO TECHNOINVEST,TIV,08/05/1997
OPCODE INC,OPC,11/29/1996
OPEN CONNECT SOLUTIONS,OCS,09/13/1999
OPEN NETWORKS LTD,ONW,04/25/2003
"OPEN STACK, INC.",OSI,07/22/2013
"OPPO DIGITAL, INC.",OPP,06/19/2012
OPTI INC,OPT,11/29/1996
OPTI-UPS CORPORATION,OSP,07/01/1997
OPTIBASE TECHNOLOGIES,OBS,11/01/2010
OPTICAL SYSTEMS DESIGN PTY LTD,OSD,06/03/2013
OPTION INDUSTRIAL COMPUTERS,OIC,05/07/2001
OPTION INTERNATIONAL,OIN,10/23/2000
OPTION INTERNATIONAL,OIM,01/30/1997
OPTIVISION INC,OPV,11/29/1996
"OPTO22, INC.",OTT,10/06/1998
OPTOMA CORPORATION          ,OTM,04/20/2010
OPTUM ENGINEERING INC.,OEI,08/02/2010
ORCHID TECHNOLOGY,OTI,11/29/1996
ORGA KARTENSYSTEME GMBH,ORG,10/24/1998
"ORION COMMUNICATIONS CO., LTD.",TOP,04/30/2007
"ORION ELECTRIC CO., LTD.",ORN,01/19/2005
"ORION ELECTRIC CO.,LTD",OEC,01/13/2000
"OSAKA MICRO COMPUTER, INC.",OSA,09/05/2003
"OSR OPEN SYSTEMS RESOURCES, INC.",ORI,01/20/1999
OSRAM,OOS,04/25/2002
OUK COMPANY LTD,OUK,11/29/1996
OUTSIDETHEBOXSTUFF.COM,OTB,09/03/2010
OXUS RESEARCH S.A.,OXU,11/29/1996
OZ CORPORATION,OZC,08/07/2012
PABIAN EMBEDDED SYSTEMS,PMS,02/28/2017
PACIFIC AVIONICS CORPORATION,PAC,11/29/1996
PACIFIC COMMWARE INC,PCW,11/29/1996
PACIFIC IMAGE ELECTRONICS COMPANY LTD,PIE,10/21/1997
PACKARD BELL ELECTRONICS,PBL,11/29/1996
PACKARD BELL NEC,PBN,11/29/1996
"PACSGEAR, INC.",PGI,08/13/2012
"PADIX CO., INC.",QFF,09/13/1999
PAN JIT INTERNATIONAL INC.,PJT,08/03/2004
PANASCOPE,PNS,01/01/1994
PANASONIC,MDO,11/29/1996
PANASONIC AVIONICS CORPORATION,PLF,08/13/2010
PANASONIC INDUSTRY COMPANY,MEI,11/29/1996
"PANELVIEW, INC.",PNL,08/04/2003
PANTEL INC,PTL,11/29/1996
PAR TECH INC.,PTA,01/26/2011
"PARADE TECHNOLOGIES, LTD.",PRT,04/06/2012
PARADIGM ADVANCED RESEARCH CENTRE,PGM,06/16/2005
PARALLAN COMP INC,PAR,11/29/1996
PARALLAX GRAPHICS,PLX,11/29/1996
PARC D'ACTIVITE DES BELLEVUES,RCE,11/29/1996
PARROT,POT,11/25/2014
PATHLIGHT TECHNOLOGY INC,PTH,11/29/1996
PC XPERTEN,PCX,02/24/1998
PC-TEL INC,PCT,05/02/1997
PCBANK21,PCK,02/13/2007
PCM SYSTEMS CORPORATION,PCM,03/25/1997
PD SYSTEMS INTERNATIONAL LTD,PDS,03/20/1999
PDTS - PROZESSDATENTECHNIK UND SYSTEME,PDT,02/10/1998
PEGATRON CORPORATION,PEG,08/27/2013
PEI ELECTRONICS INC,PEI,04/06/1998
PENTA STUDIOTECHNIK GMBH,PVM,05/05/2010
"PENTEL.CO.,LTD",PCL,02/25/2002
PEPPERCON AG,PEP,04/12/2006
PERCEPTIVE PIXEL INC.,PPX,05/04/2010
PERCEPTIVE SIGNAL TECHNOLOGIES,PER,05/13/1997
PERCOMM,PRC,04/24/2001
"PERFORMANCE CONCEPTS INC.,",PCO,09/24/2002
PERFORMANCE TECHNOLOGIES,IPN,02/24/2004
PERLE SYSTEMS LIMITED,PSL,02/22/1999
"PERPETUAL TECHNOLOGIES, LLC",PON,01/13/2000
PETER ANTESBERGER MESSTECHNIK,PAM,04/28/1998
PEUS-SYSTEMS GMBH,PSD,11/29/1996
PHILIPS BU ADD ON CARD,PCA,11/29/1996
PHILIPS COMMUNICATION SYSTEMS,PHS,11/29/1996
PHILIPS CONSUMER ELECTRONICS COMPANY,PHL,11/29/1996
PHILIPS MEDICAL SYSTEMS BOEBLINGEN GMBH,PHE,04/20/2010
PHILIPS SEMICONDUCTORS,PSC,11/29/1996
PHOENIX CONTACT,PXC,02/27/2008
"PHOENIX TECHNOLOGIES, LTD.",PNX,11/08/1999
PHOENIXTEC POWER COMPANY LTD,PPC,05/16/1999
PHOTOMATRIX,PMX,11/29/1996
PHOTONICS SYSTEMS INC.,PHO,06/03/2002
PHOTOTELESIS,RSC,03/16/1998
PHYLON COMMUNICATIONS,PHY,11/29/1996
PICPRO,PPR,10/18/2004
PICTURALL LTD.,PIC,11/13/2015
PIJNENBURG BEHEER N.V.,PHC,04/24/2001
"PIMAX TECH. CO., LTD",PVR,02/07/2017
PIONEER COMPUTER INC,PCI,11/29/1996
PIONEER ELECTRONIC CORPORATION,PIO,07/16/1997
PITNEY BOWES,PBV,09/13/1999
PITNEY BOWES,PBI,11/29/1996
PIXEL QI,PQI,06/24/2009
PIXEL VISION,PVN,11/29/1996
PIXELA CORPORATION,PXE,11/21/2007
PIXELNEXT INC,PXN,03/29/2018
PIXIE TECH INC,PIX,11/29/1996
PLAIN TREE SYSTEMS INC,PTS,11/29/1996
"PLANAR SYSTEMS, INC.",PNR,08/11/2003
PLUS VISION CORP.,PLV,07/05/2001
PMC CONSUMER ELECTRONICS LTD,PMC,12/11/1996
PMNS GMBH,SPR,10/08/2002
POINT MULTIMEDIA SYSTEM,PMM,06/09/1997
POLYCOM INC.,PLY,06/19/2002
POLYCOMP (PTY) LTD.,POL,02/14/2006
POLYCOW PRODUCTIONS,COW,03/15/2001
PORTALIS LC,POR,11/01/2008
POSITIVO TECNOLOGIA S.A.,POS,09/01/2017
POSO INTERNATIONAL B.V.,ARO,08/01/1997
POTRANS ELECTRICAL CORP.,PEC,07/16/1999
POWERCOM TECHNOLOGY COMPANY LTD,PCC,09/02/1997
POWERMATIC DATA SYSTEMS,CPX,11/29/1996
PRACTICAL ELECTRONIC TOOLS,PET,02/22/1999
PRACTICAL PERIPHERALS,PPI,11/29/1996
"PRACTICAL SOLUTIONS PTE., LTD.",PSE,10/06/1998
PRAIM S.R.L.,PRD,11/29/1996
PRIMAX ELECTRIC LTD,PEL,11/29/1996
"PRIME SYSTEMS, INC.",SYX,10/21/2003
"PRIME VIEW INTERNATIONAL CO., LTD",PVI,07/06/2009
PRINCETON GRAPHIC SYSTEMS,PGS,11/29/1996
"PRISM, LLC",PIM,07/24/2007
PRIVA HORTIMATION BV,PRI,10/22/1997
PRO-LOG CORPORATION,PLC,11/29/1996
PRO/AUTOMATION,PRA,07/16/1999
PROCOMP USA INC,PCP,11/29/1996
PRODEA SYSTEMS INC.,PSY,02/04/2013
PRODRIVE B.V.,PDV,01/18/2005
PROJECTA,PJA,01/29/1997
PROJECTAVISION INC,DHT,01/14/1998
PROJECTIONDESIGN AS,PJD,09/23/2002
PROLINK MICROSYSTEMS CORP.,PLM,02/25/2002
"PROMATE ELECTRONIC CO., LTD.",PMT,01/13/2003
PROMETHEUS,PRM,11/29/1996
PROMISE TECHNOLOGY INC,PTI,01/02/1997
PROMOTION AND DISPLAY TECHNOLOGY LTD.,PAD,04/24/2001
PROMOTION AND DISPLAY TECHNOLOGY LTD.,TEL,04/24/2001
PROPAGAMMA KOMMUNIKATION,PGP,04/19/2000
PROSUM,PSM,11/29/1996
PROTEON,PRO,11/29/1996
"PROVIEW GLOBAL CO., LTD",PVG,10/08/2002
PROXIM INC,PXM,09/19/1997
PROXIMA CORPORATION,PRX,11/29/1996
PS TECHNOLOGY CORPORATION,PTC,01/29/1997
PSI-PERCEPTIVE SOLUTIONS INC,PSI,11/29/1996
PSION DACOM PLC.,PDM,11/08/1999
PT HARTONO ISTANA TEKNOLOGI,PLT,05/05/2010
PULSE-EIGHT LTD,PUL,09/12/2012
PURE DATA INC,PDR,11/29/1996
PURUP PREPRESS AS,PPP,11/29/1996
Q-LOGIC,QLC,11/29/1996
"QD LASER, INC.",QDL,05/31/2018
"QINGDAO HAIER ELECTRONICS CO., LTD.",HRE,04/12/2006
"QSC, LLC",QSC,01/18/2019
QTRONIX CORPORATION,QTR,11/29/1996
QUADRAM,DHQ,11/29/1996
QUADRAM,QDM,11/29/1996
QUADRANT COMPONENTS INC,QCL,04/03/1997
QUAKECOM COMPANY LTD,QCC,03/23/1998
QUALCOMM INC,QCP,05/16/1999
QUANTA COMPUTER INC,QCI,11/29/1996
QUANTA DISPLAY INC.,QDS,04/25/2002
QUANTUM,QTM,11/29/1996
QUANTUM 3D INC,QTD,05/23/1997
QUANTUM DATA INCORPORATED,QDI,03/15/2001
"QUANTUM SOLUTIONS, INC.",QSI,01/13/2000
QUARTICS,QVU,11/04/2010
QUATOGRAPHIC AG,QUA,01/13/2000
QUESTECH LTD,QTH,01/13/2000
QUESTRA CONSULTING,QUE,01/30/1998
QUICK CORPORATION,QCK,11/29/1996
"QUICKFLEX, INC",QFI,08/04/1998
QUICKNET TECHNOLOGIES INC,QTI,11/29/1996
R SQUARED,RSQ,11/08/1999
R.P.T.INTERGROUPS,RPT,11/29/1996
RACAL INTERLAN INC,RII,11/29/1996
RACAL-AIRTECH SOFTWARE FORGE LTD,TSF,11/29/1996
RACORE COMPUTER PRODUCTS INC,RAC,11/29/1996
RADICOM RESEARCH INC,RRI,12/02/1997
RADIO CONSULT SRL,RCN,09/24/2002
RADIODATA GMBH,RDN,07/25/2012
RADIOLAN INC,RLN,11/29/1996
"RADIOSPIRE NETWORKS, INC.",RSN,06/14/2007
RADISYS CORPORATION,RAD,11/29/1996
RADIUS INC,RDS,03/07/1997
RAFI GMBH & CO. KG,RFI,08/24/2015
"RAINBOW DISPLAYS, INC.",RDI,09/23/1998
RAINBOW TECHNOLOGIES,RNB,11/29/1996
RAINTREE SYSTEMS,RTS,10/02/2001
RAINY ORCHARD,BOB,02/21/2000
RAMPAGE SYSTEMS INC,RSI,11/29/1996
RANCHO TECH INC,RAN,11/29/1996
RANCHO TECH INC,RTI,11/29/1996
RAPID TECH CORPORATION,RSX,11/29/1996
"RARITAN COMPUTER, INC",RMC,11/27/1998
"RARITAN, INC.",RAR,06/14/2007
RASCOM INC,RAS,11/29/1996
"RATOC SYSTEMS, INC.",REX,01/06/2012
"RAYLAR DESIGN, INC.",RAY,01/13/2000
RAZER TAIWAN CO. LTD.,RZR,08/20/2018
RC INTERNATIONAL,RCI,11/29/1996
REACH TECHNOLOGY INC,RCH,02/09/1998
REAKIN TECHNOLOHY CORPORATION,RKC,03/15/2001
REAL D,REA,11/15/2007
REALTEK SEMICONDUCTOR COMPANY LTD,RTL,11/29/1996
REALTEK SEMICONDUCTOR CORP.,ALG,10/25/2002
REALVISION INC,RVI,11/29/1996
RECOM,REC,05/16/1999
"RED HAT, INC.",RHT,02/17/2011
RED WING CORPORATION,RWC,01/08/1998
REDFOX TECHNOLOGIES INC.,RFX,01/14/2014
"REFLECTIVITY, INC.",REF,04/19/2000
REHAN ELECTRONICS LTD.,REH,02/15/2012
RELIA TECHNOLOGIES,RTC,11/29/1996
RELIANCE ELECTRIC IND CORPORATION,REL,11/29/1996
RENESAS TECHNOLOGY CORP.,REN,06/14/2007
RENT-A-TECH,RAT,02/22/1999
RESEARCH ELECTRONICS DEVELOPMENT INC,RED,12/02/1997
RESEARCH MACHINES,RMP,11/29/1996
RESMED PTY LTD,RES,02/21/2000
"RESONANCE TECHNOLOGY, INC.",RET,02/09/2011
RESTEK ELECTRIC COMPANY LTD,WTS,11/29/1996
REVEAL COMPUTER PROD,RVL,11/29/1996
"REVOLUTION DISPLAY, INC.",REV,03/19/2014
RGB SPECTRUM,RGB,11/14/2012
"RGB SYSTEMS, INC. DBA EXTRON ELECTRONICS",EXN,07/06/2008
"RICOH COMPANY, LTD.",RIC,05/13/2010
RIGHTHAND TECHNOLOGIES,RHD,05/01/2012
RIOS SYSTEMS COMPANY LTD,RIO,11/29/1996
RITECH INC,RIT,04/14/1998
RIVULET COMMUNICATIONS,RIV,07/19/2007
ROBERT BOSCH GMBH,BSG,05/15/2014
ROBERT GRAY COMPANY,GRY,03/31/1998
ROBERTSON GEOLOGGING LTD,RGL,08/10/2000
ROBUST ELECTRONICS GMBH,ROB,01/18/2008
ROCKWELL AUTOMATION/INTECOLOR,RAI,03/13/1998
ROCKWELL COLLINS,RCO,09/10/2010
ROCKWELL COLLINS / AIRSHOW SYSTEMS,ASY,12/02/2004
"ROCKWELL COLLINS, INC.",COL,06/14/2007
ROCKWELL INTERNATIONAL,ROK,11/29/1996
ROCKWELL SEMICONDUCTOR SYSTEMS,RSS,11/29/1996
ROGEN TECH DISTRIBUTION INC,MAX,11/29/1996
ROHDE & SCHWARZ,ROS,01/20/2012
"ROHM CO., LTD.",ROH,06/16/2004
ROHM COMPANY LTD,RHM,05/13/1997
ROLAND CORPORATION,RJA,11/29/1996
ROOMPRO TECHNOLOGIES,RPI,07/09/2010
ROPER INTERNATIONAL LTD,ROP,05/16/1999
ROPER MOBILE,RMT,07/02/2010
ROSS VIDEO LTD,RSV,06/11/2012
ROYAL INFORMATION,TRL,11/29/1996
"ROZSNYÓ, S.R.O.",RZS,03/24/2014
RSI SYSTEMS INC,RVC,04/28/1998
RUNCO INTERNATIONAL,RUN,04/01/2004
S&K ELECTRONICS,SNK,02/21/2000
S-S TECHNOLOGY INC,SSI,11/29/1996
S3 INC,TLV,01/07/1997
S3 INC,SIM,11/29/1996
S3 INC,SSS,11/29/1996
SAAB AEROTECH,SAE,06/14/2007
SAGE INC,SAI,07/16/1997
SAGEM,SGM,09/05/2003
SAIT-DEVLONICS,SDK,11/29/1996
SAITEK LTD,SAK,05/16/1999
SALT INTERNATIOINAL CORP.,SLT,09/05/2006
SAMSUNG ELECTRIC COMPANY,SAM,11/29/1996
SAMSUNG ELECTRO-MECHANICS COMPANY LTD,SKT,11/29/1996
SAMSUNG ELECTRONIC CO.,SSE,08/10/2000
SAMSUNG ELECTRONICS AMERICA,STN,08/10/2000
SAMSUNG ELECTRONICS AMERICA INC,KYK,02/24/1998
SAMSUNG ELECTRONICS COMPANY LTD,SEM,11/29/1996
SAMTRON DISPLAYS INC,SDI,11/29/1996
"SANKEN ELECTRIC CO., LTD",JSK,09/13/1999
"SANKYO SEIKI MFG.CO., LTD",SSJ,01/28/2003
"SANRITZ AUTOMATION CO.,LTD.",SAA,02/25/2002
SANTAK CORP.,STK,11/27/1998
SANTEC CORPORATION,SOC,01/12/2015
"SANYO ELECTRIC CO.,LTD.",SAN,11/08/1999
SANYO ELECTRIC COMPANY LTD,SCD,11/29/1996
SANYO ELECTRIC COMPANY LTD,SIB,11/29/1996
SANYO ELECTRIC COMPANY LTD,TSC,11/29/1996
SANYO ICON,ICN,11/29/1996
SAPIENCE CORPORATION,SPN,11/29/1996
SAT (SOCIETE ANONYME),SDA,11/29/1996
"SBS TECHNOLOGIES (CANADA), INC. (WAS AVVIDA SYSTEMS, INC.)",AVV,12/17/2002
SBS-OR INDUSTRIAL COMPUTERS GMBH,SBS,12/28/1998
SCAN GROUP LTD,SGI,11/29/1996
"SCANPORT, INC.",SCN,08/05/2002
SCD TECH,KFC,10/23/2002
SCEPTRE TECH INC,SPT,11/29/1996
SCHLUMBERGER,SMB,07/16/1999
SCHLUMBERGER CARDS,SCH,04/28/1998
SCHLUMBERGER TECHNOLOGY CORPORATE,SLR,08/10/2000
SCHNEIDER & KOCH,SKD,11/29/1996
"SCHNEIDER ELECTRIC JAPAN HOLDINGS, LTD.",PRF,01/02/2003
SCHNEIDER ELECTRIC S.A.,MGE,11/29/1996
SCHNICK-SCHNACK-SYSTEMS GMBH,SLS,05/06/2009
SCI SYSTEMS INC.,REM,08/10/2000
SCM MICROSYSTEMS INC,SCM,11/29/1996
SCRIPTEL CORPORATION,SCP,06/14/2007
SDR SYSTEMS,SDR,03/15/2001
SDS TECHNOLOGIES,STY,11/08/1999
SDX BUSINESS SYSTEMS LTD,SDX,11/29/1996
SEANIX TECHNOLOGY INC,NIX,04/09/2007
SEANIX TECHNOLOGY INC.,SEA,02/24/1998
SEDLBAUER,SAG,11/29/1996
SEECOLOR CORPORATION,SEE,11/29/1996
SEECUBIC B.V.,SCB,11/02/2012
SEEREAL TECHNOLOGIES GMBH,SRT,06/27/2005
SEIKO EPSON CORPORATION,SEC,11/29/1996
SEIKO INSTRUMENTS INFORMATION DEVICES INC,SID,12/16/1996
SEIKO INSTRUMENTS USA INC,SIU,11/29/1996
SEITZ & ASSOCIATES INC,SEI,01/30/1998
SEJIN ELECTRON INC,SJE,08/20/1997
SELEX GALILEO,SXG,10/01/2012
SEMTECH CORPORATION,STH,11/30/2001
SENCORE,SEN,05/23/1997
SENDTEK CORPORATION,SET,11/08/1999
SENSEBOARD TECHNOLOGIES AB,SBT,09/03/2002
"SENSICS, INC.",SVR,08/27/2015
SENTELIC CORPORATION,STU,07/27/2012
SENTRONIC INTERNATIONAL CORP.,SNC,10/23/2000
SEOS LTD,SEO,02/20/2003
SEP ELETRONICA LTDA.,SEP,05/07/2001
SEQUENT COMPUTER SYSTEMS INC,SQT,11/29/1996
SESSION CONTROL LLC,SES,09/03/2010
SETRED,SRD,09/05/2006
"SEVIT CO., LTD.",SVT,06/25/2002
SEYEON TECH COMPANY LTD,SYT,12/02/1997
SGEG,SVA,02/21/2000
SGS THOMSON MICROELECTRONICS,STM,11/11/1997
SHADOW SYSTEMS,OYO,11/29/1996
SHANGHAI BELL TELEPHONE EQUIP MFG CO,SBC,04/30/1998
"SHANGHAI CHAI MING HUANG INFO&TECH CO, LTD",HYL,02/28/2017
"SHANGHAI GUOWEI SCIENCE AND TECHNOLOGY CO., LTD.",SGW,01/28/2011
SHANGHAI LEXIANG TECHNOLOGY LIMITED,DPN,02/07/2017
"SHANGHAI SVA-DAV ELECTRONICS CO., LTD",XQU,07/24/2003
SHAREDWARE LTD,SWL,08/11/1998
SHARK MULTIMEDIA INC,SMM,11/29/1996
SHARKTEC A/S,DFK,02/14/2006
SHARP CORPORATION,SHP,11/29/1996
"SHARP TAKAYA ELECTRONIC INDUSTRY CO.,LTD.",SXT,06/24/2010
"SHENZHEN CHUANGZHICHENG TECHNOLOGY CO., LTD.",CZC,10/23/2013
"SHENZHEN DLODLO TECHNOLOGIES CO., LTD.",DLO,04/29/2019
"SHENZHEN INET MOBILE INTERNET TECHNOLOGY CO., LTD",IXN,11/04/2014
"SHENZHEN MTC CO., LTD",SZM,08/09/2013
"SHENZHEN RAMOS DIGITAL TECHNOLOGY CO., LTD",RMS,10/29/2014
"SHENZHEN SOUTH-TOP COMPUTER CO., LTD.",SSL,12/06/2013
"SHENZHEN THREE CONNAUGHT INFORMATION TECHNOLOGY CO., LTD. (3NOD GROUP)",AZH,09/17/2013
"SHENZHEN ZHUONA TECHNOLOGY CO., LTD.",XYE,10/01/2013
SHENZHEN ZHUOYI HENGTONG COMPUTER TECHNOLOGY LIMITED,HTR,12/13/2013
"SHENZHEN ZOWEE TECHNOLOGY CO., LTD",ZWE,05/26/2015
SHERWOOD DIGITAL ELECTRONICS CORPORATION,SDE,11/29/1996
"SHIBASOKU CO., LTD.",SHC,05/26/2005
SHIN HO TECH,SHT,11/29/1996
SHLUMBERGER LTD,SLB,11/29/1996
SHUTTLE TECH,SAT,11/29/1996
"SICHUAN CHANGHONG ELECTRIC CO, LTD.",CHG,02/26/2003
SICHUANG CHANGHONG CORPORATION,CHO,11/30/2001
SIEMENS,SIE,11/29/1996
SIEMENS AG,SDT,02/14/2006
SIEMENS AG,SIA,03/15/2001
SIEMENS MICRODESIGN GMBH,SNI,11/29/1996
SIEMENS NIXDORF INFO SYSTEMS,SNP,11/29/1996
SIERRA SEMICONDUCTOR INC,SSC,11/29/1996
SIERRA WIRELESS INC.,SWI,07/10/2003
SIGMA DESIGNS INC,SIG,11/29/1996
"SIGMA DESIGNS, INC.",SGD,02/14/2006
"SIGMACOM CO., LTD.",SCL,04/25/2002
SIGMATEL INC,STL,03/03/1997
SIGNET,DXS,10/23/2000
SII IDO-TSUSHIN INC,STE,04/03/1997
SILCOM MANUFACTURING TECH INC,SMT,11/29/1996
SILEX INSIDE,SXI,03/29/2018
"SILEX TECHNOLOGY, INC.",SXD,03/12/2009
SILICOM MULTIMEDIA SYSTEMS INC,SMS,12/04/1996
SILICON GRAPHICS INC,SGX,11/29/1996
"SILICON IMAGE, INC.",SII,01/13/2000
SILICON INTEGRATED SYSTEMS CORPORATION,SIS,11/29/1996
"SILICON LABORATORIES, INC",SIL,07/16/1998
SILICON LIBRARY INC.,SLH,11/01/2008
SILICON OPTIX CORPORATION,SOI,07/28/2005
SILITEK CORPORATION,SLK,07/16/1997
SIM2 MULTIMEDIA S.P.A.,SPU,09/05/2002
SIMPLE COMPUTING,SMP,11/29/1996
SIMPLEX TIME RECORDER CO.,SPX,03/15/2001
"SINGULAR TECHNOLOGY CO., LTD.",SIN,11/08/1999
"SINOSUN TECHNOLOGY CO., LTD",SNO,06/27/2005
SIRIUS TECHNOLOGIES PTY LTD,SIR,03/13/1998
SISEL MUHENDISLIK,FUN,04/25/2002
"SITECSYSTEM CO., LTD.",STS,03/16/2005
SITINTEL,SIT,11/29/1996
SIX15 TECHNOLOGIES,TDG,09/14/2016
SKYDATA S.P.A.,SKY,09/19/1997
SKYWORTH,SKW,07/15/2020
SMART CARD TECHNOLOGY,SCT,08/10/2000
SMART MODULAR TECHNOLOGIES,SMA,04/04/1997
SMART SILICON SYSTEMS PTY LTD,SPL,08/10/2000
SMART TECH INC,STI,11/29/1996
SMART TECHNOLOGIES INC.,SBI,06/14/2007
SMK CORPORATION,SMK,02/21/2000
SNELL & WILCOX,SNW,04/25/2002
SOBO VISION,MVM,06/14/2007
SOCIONEXT INC.,SCX,05/14/2015
SODEMAN LANCOM INC,LAN,11/29/1996
"SODIFF E&T CO., LTD.",SDF,06/01/2007
SOFT & HARDWARE DEVELOPMENT GOLDAMMER GMBH,SHG,11/29/1996
SOFTBED - CONSULTING & DEVELOPMENT LTD,SBD,12/23/1997
SOFTWARE CAFÉ,SWC,11/29/1996
"SOFTWARE TECHNOLOGIES GROUP,INC.",SWT,11/29/2008
SOLITRON TECHNOLOGIES INC,SOL,11/29/1996
SOLOMON TECHNOLOGY CORPORATION,SLM,01/16/1998
SOLUTIONINSIDE,SXL,05/08/2001
SOMELEC Z.I. DU VERT GALANTA,ONX,11/29/1996
SONITRONIX,HON,02/03/2011
SONIX COMM. LTD,SNX,11/29/1996
SONOVE GMBH,SNV,03/29/2018
SONY,SNY,11/29/1996
SONY,SON,11/29/1996
SONY ERICSSON MOBILE COMMUNICATIONS INC.,SER,04/16/2004
SORCUS COMPUTER GMBH,SCO,01/13/2000
SORCUS COMPUTER GMBH,SOR,11/29/1996
SORD COMPUTER CORPORATION,SCC,11/29/1996
SOTEC COMPANY LTD,SOT,05/21/1997
"SOUTH MOUNTAIN TECHNOLOGIES, LTD",FRS,02/14/2006
"SOYO GROUP, INC",SOY,12/18/2006
"SPACE-I CO., LTD.",SPI,05/11/2005
SPACELABS MEDICAL INC,SMI,11/29/1996
SPEA SOFTWARE AG,SPE,11/29/1996
SPEAKERCRAFT,SPK,04/20/2010
SPECIALIX,SLX,11/29/1996
SPECTRAGRAPHICS CORPORATION,SGC,11/29/1996
SPECTRUM SIGNAL PROECESSING INC,SSP,11/29/1996
"SPINCORE TECHNOLOGIES, INC",SPC,01/01/1994
SR-SYSTEMS E.K.,SRS,11/19/2012
ST ELECTRONICS SYSTEMS ASSEMBLY PTE LTD,STA,12/28/1998
ST-ERICSSON,STX,12/09/2011
STAC ELECTRONICS,STC,11/29/1996
STANDARD MICROSYSTEMS CORPORATION,SMC,11/29/1996
STAR PAGING TELECOM TECH (SHENZHEN) CO. LTD.,STT,09/23/1998
STARFLIGHT ELECTRONICS,STF,05/23/1997
STARGATE TECHNOLOGY,SGT,11/29/1996
STARLEAF,SLF,11/01/2010
STARLIGHT NETWORKS INC,STR,11/29/1996
STARWIN INC.,STW,04/24/2001
STATIC,SWS,05/16/1999
STB SYSTEMS INC,STB,11/29/1996
STD COMPUTER INC,STD,11/29/1996
STEREOGRAPHICS CORP.,STG,10/02/2001
STMICROELECTRONICS,SMO,06/14/2007
STOLLMANN E+V GMBH,STO,03/27/1997
STORES AUTOMATED SYSTEMS INC,SAS,03/19/1997
STORM TECHNOLOGY,EZP,10/17/1996
STREAMPLAY LTD,STP,02/04/2009
STRYKER COMMUNICATIONS,SYK,10/10/2005
SUBSPACE COMM. INC,SUB,11/29/1996
"SUMITOMO METAL INDUSTRIES, LTD.",SML,09/13/1999
SUMMAGRAPHICS CORPORATION,SUM,11/29/1996
SUN CORPORATION,SCE,11/29/1996
SUN ELECTRONICS CORPORATION,SUN,11/29/1996
SUN MICROSYSTEMS,SVI,01/13/2003
SUNNY ELEKTRONIK,SNN,11/14/2014
SUNRIVER DATA SYSTEM,SDS,11/29/1996
SUPER GATE TECHNOLOGY COMPANY LTD,SGL,12/30/1997
SUPERNET INC,SNT,04/23/1998
SUPRA CORPORATION,SUP,11/29/1996
SURENAM COMPUTER CORPORATION,SUR,11/29/1996
SURF COMMUNICATION SOLUTIONS LTD,SRF,03/23/1998
SVD COMPUTER,SVD,04/14/1998
SVSI,SVS,08/09/2008
SY ELECTRONICS LTD,SYE,09/20/2010
SYLVANIA COMPUTER PRODUCTS,SYL,06/12/1998
SYMBIOS LOGIC INC,SLI,11/29/1996
SYMBOL TECHNOLOGIES,ISA,06/02/1997
SYMICRON COMPUTER COMMUNICATIONS LTD.,SYM,11/29/1996
SYNAPTICS INC,SYN,11/29/1996
SYNOPSYS INC,SPS,11/29/1996
SYNTAX-BRILLIAN,SXB,05/08/2006
SYNTHETEL CORPORATION,STQ,12/21/2015
SYPRO CO LTD,SYP,11/27/1998
SYSGRATION LTD,SYS,04/28/1997
SYSLOGIC DATENTECHNIK AG,SLC,01/20/1999
SYSMATE COMPANY,SME,09/02/1997
SYSMATE CORPORATION,SIC,05/05/1997
SYSMIC,SYC,11/29/1996
SYSTEC COMPUTER GMBH,SGZ,10/02/1997
SYSTEM CRAFT,SCI,11/29/1996
SYSTEM ELEKTRONIK GMBH,SEB,04/19/2000
SYSTEME LAUER GMBH&CO KG,SLA,03/20/1999
SYSTEMS ENHANCEMENT,UPS,11/29/1996
SYSTEMSOFT CORPORATION,SST,11/29/1996
SYSTRAN CORPORATION,SCR,11/29/1996
